x, y
0.300, 60.58823529411765
0.3045325779036827, 60.084033613445385
0.3087818696883853, 59.411764705882355
0.31133144475920677, 58.82352941176471
0.31558073654390933, 58.235294117647065
0.3198300283286119, 57.47899159663866
0.3232294617563739, 56.72268907563026
0.32577903682719545, 56.13445378151261
0.3291784702549575, 55.54621848739496
0.33257790368271956, 55.04201680672269
0.33597733711048156, 54.36974789915967
0.3385269121813031, 53.529411764705884
0.34277620396600567, 53.02521008403362
0.3470254957507082, 52.43697478991597
0.3495750708215297, 51.9327731092437
0.35127478753541075, 51.51260504201681
0.3546742209631728, 50.92436974789916
0.35807365439093486, 50.420168067226896
0.36147308781869686, 49.747899159663866
0.36657223796033994, 48.991596638655466
0.36827195467422097, 48.40336134453782
0.3725212464589235, 47.81512605042017
0.37592067988668554, 47.39495798319328
0.3784702549575071, 46.89075630252101
0.3810198300283286, 46.386554621848745
0.3844192634560906, 45.88235294117647
0.38696883852691216, 45.294117647058826
0.3903682719546742, 44.78991596638656
0.3946175637393768, 44.28571428571429
0.39631728045325776, 43.78151260504202
0.3988668555240793, 43.27731092436975
0.40311614730878187, 42.77310924369748
0.40736543909348444, 42.18487394957983
0.41076487252124644, 41.51260504201681
0.4158640226628895, 41.09243697478992
0.4192634560906516, 40.50420168067227
0.42181303116147306, 39.91596638655463
0.4252124645892351, 39.32773109243698
0.4286118980169972, 38.90756302521009
0.43201133144475923, 38.31932773109244
0.43711048158640226, 37.73109243697479
0.4405099150141643, 37.05882352941177
0.44645892351274785, 36.30252100840336
0.4507082152974504, 35.714285714285715
0.454957507082153, 35.21008403361345
0.4592067988668555, 34.36974789915966
0.4643059490084986, 33.78151260504202
0.46855524079320116, 33.19327731092437
0.4736543909348442, 32.773109243697476
0.47705382436260624, 32.352941176470594
0.4821529745042493, 31.84873949579832
0.48640226628895183, 31.42857142857143
0.4906515580736544, 31.09243697478992
0.49405099150141646, 30.420168067226893
0.498300283286119, 30.08403361344538
0.501699716713881, 29.57983193277311
0.5067988668555241, 29.2436974789916
0.5135977337110482, 28.487394957983195
0.5195467422096318, 27.983193277310924
0.5254957507082153, 27.478991596638657
0.5305949008498584, 26.974789915966387
0.5365439093484419, 26.47058823529412
0.5424929178470255, 25.88235294117647
0.5484419263456091, 25.294117647058826
0.5543909348441927, 24.873949579831933
0.5603399433427763, 24.369747899159663
0.5654390934844193, 23.949579831932773
0.5730878186968839, 23.445378151260506
0.5790368271954675, 23.025210084033617
0.584985835694051, 22.521008403361346
0.5909348441926345, 22.100840336134453
0.5977337110481586, 21.932773109243698
0.6036827195467422, 21.344537815126053
0.6104815864022664, 21.00840336134454
0.6189801699716714, 20.33613445378151
0.6257790368271955, 19.831932773109244
0.6334277620396601, 19.411764705882355
0.6410764872521246, 19.075630252100844
0.6478753541076487, 18.571428571428573
0.6555240793201134, 18.235294117647058
0.664872521246459, 17.73109243697479
0.671671388101983, 17.3109243697479
0.6784702549575071, 17.058823529411764
0.6869688385269122, 16.554621848739497
0.6946175637393768, 16.218487394957982
0.7022662889518414, 15.882352941176471
0.709915014164306, 15.54621848739496
0.718413597733711, 15.210084033613445
0.7277620396600567, 14.705882352941178
0.7371104815864022, 14.537815126050422
0.7473087818696884, 14.285714285714286
0.754957507082153, 13.865546218487395
0.7626062322946177, 13.529411764705882
0.7694050991501417, 13.445378151260504
0.7770538243626063, 13.193277310924369
0.7847025495750709, 12.77310924369748
0.7923512747875354, 12.605042016806722
0.798300283286119, 12.436974789915967
0.8076487252124647, 12.100840336134453
0.8135977337110482, 11.932773109243698
0.8203966005665723, 11.84873949579832
0.8305949008498584, 11.428571428571429
0.8407932011331445, 11.260504201680673
0.8492917847025496, 10.92436974789916
0.8569405099150142, 11.008403361344538
0.8645892351274788, 10.840336134453782
0.8713881019830029, 10.504201680672269
0.879886685552408, 10.336134453781513
0.886685552407932, 10.168067226890756
0.8943342776203966, 10.084033613445378
0.9, 10.168067226890756
